sep=,
NPC_ID,Day,Hour,Minute,DA,5HT,NA,VIT,Hunger,Energy,Social,Safety,Emotion,Drive,DNA_O,DNA_C,DNA_E,DNA_A,DNA_N,DNA_UAI,DNA_COL
0,5,8,47,0.500,0.520,0.454,0.996,0.617,0.570,0.048,0.939,Homeostasis,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,8,53,0.500,0.518,0.458,0.996,0.629,0.566,0.000,0.947,Homeostasis,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,8,59,0.500,0.518,0.458,0.996,0.640,0.562,0.001,0.953,Homeostasis,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,5,0.493,0.497,0.473,0.996,0.652,0.558,0.018,0.935,Homeostasis,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,11,0.486,0.475,0.488,0.997,0.664,0.554,0.036,0.917,Homeostasis,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,17,0.479,0.454,0.503,0.997,0.676,0.550,0.054,0.898,Apprehension,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,23,0.473,0.436,0.516,0.997,0.688,0.546,0.072,0.880,Apprehension,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,29,0.468,0.418,0.528,0.997,0.700,0.542,0.089,0.862,Apprehension,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,35,0.473,0.400,0.542,0.998,0.712,0.538,0.107,0.844,Apprehension,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,41,0.478,0.383,0.556,0.998,0.724,0.534,0.125,0.825,Apprehension,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,47,0.483,0.367,0.569,0.998,0.736,0.530,0.125,0.829,Apprehension,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,53,0.488,0.352,0.581,0.998,0.748,0.526,0.123,0.837,Apprehension,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,9,59,0.493,0.338,0.592,0.999,0.760,0.522,0.121,0.844,Apprehension,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,5,0.498,0.325,0.603,0.999,0.772,0.518,0.136,0.830,Apprehension,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,11,0.502,0.313,0.613,0.999,0.784,0.514,0.154,0.811,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,17,0.503,0.313,0.614,0.999,0.796,0.510,0.157,0.811,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,23,0.504,0.316,0.613,1.000,0.808,0.506,0.154,0.819,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,29,0.504,0.318,0.613,1.000,0.819,0.502,0.151,0.826,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,35,0.504,0.321,0.613,1.000,0.831,0.498,0.147,0.834,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,41,0.505,0.323,0.612,1.000,0.843,0.494,0.144,0.841,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,47,0.505,0.325,0.612,1.000,0.855,0.490,0.141,0.849,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,53,0.506,0.327,0.612,1.000,0.867,0.486,0.137,0.856,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,10,59,0.506,0.329,0.611,1.000,0.879,0.482,0.136,0.862,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,5,0.534,0.351,0.603,1.000,0.703,0.478,0.141,0.861,Annoyance,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,11,0.529,0.378,0.585,1.000,0.527,0.474,0.140,0.868,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,17,0.524,0.400,0.569,1.000,0.352,0.470,0.137,0.876,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,23,0.519,0.419,0.557,1.000,0.176,0.466,0.135,0.883,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,29,0.516,0.433,0.546,1.000,0.000,0.462,0.132,0.891,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,35,0.516,0.434,0.546,1.000,0.012,0.458,0.130,0.898,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,41,0.524,0.490,0.497,1.000,0.024,0.454,0.127,0.906,Homeostasis,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,47,0.629,0.463,0.591,1.000,0.036,0.450,0.128,0.910,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,53,0.701,0.445,0.672,1.000,0.048,0.446,0.127,0.917,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,11,59,0.685,0.445,0.663,1.000,0.060,0.442,0.134,0.914,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,5,0.583,0.436,0.672,1.000,0.072,0.438,0.152,0.895,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,11,0.513,0.428,0.680,1.000,0.084,0.434,0.162,0.888,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,17,0.468,0.423,0.686,1.000,0.095,0.430,0.169,0.884,Apprehension,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,23,0.470,0.431,0.668,1.000,0.107,0.426,0.172,0.886,Apprehension,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,29,0.474,0.438,0.650,1.000,0.119,0.422,0.171,0.893,Apprehension,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,35,0.442,0.434,0.664,1.000,0.131,0.418,0.169,0.901,Apprehension,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,41,0.371,0.427,0.711,1.000,0.143,0.414,0.167,0.908,Fear,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,47,0.308,0.422,0.753,1.000,0.155,0.410,0.165,0.916,Fear,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,53,0.252,0.417,0.791,1.000,0.167,0.406,0.162,0.923,Fear,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,12,59,0.197,0.412,0.830,1.000,0.179,0.402,0.159,0.931,Fear,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,5,0.145,0.406,0.866,1.000,0.191,0.398,0.156,0.938,Terror,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,11,0.099,0.402,0.898,1.000,0.203,0.394,0.153,0.946,Terror,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,17,0.058,0.397,0.927,1.000,0.215,0.390,0.149,0.953,Terror,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,23,0.020,0.393,0.953,1.000,0.227,0.386,0.146,0.961,Terror,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,29,0.008,0.393,0.960,1.000,0.239,0.382,0.143,0.968,Terror,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,35,0.030,0.398,0.940,1.000,0.246,0.392,0.143,0.970,Terror,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,41,0.054,0.403,0.918,1.000,0.252,0.404,0.143,0.970,Terror,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,47,0.076,0.408,0.897,1.000,0.258,0.417,0.143,0.970,Terror,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,53,0.100,0.411,0.875,1.000,0.264,0.429,0.143,0.970,Terror,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,13,59,0.122,0.413,0.854,1.000,0.270,0.442,0.143,0.970,Terror,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,5,0.143,0.415,0.834,1.000,0.275,0.454,0.143,0.970,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,11,0.163,0.417,0.816,1.000,0.281,0.467,0.143,0.970,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,17,0.182,0.419,0.798,1.000,0.287,0.479,0.143,0.970,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,23,0.199,0.421,0.782,1.000,0.293,0.492,0.143,0.970,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,29,0.216,0.423,0.766,1.000,0.299,0.504,0.143,0.970,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,35,0.229,0.424,0.754,1.000,0.307,0.511,0.149,0.964,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,41,0.235,0.425,0.748,1.000,0.319,0.507,0.158,0.956,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,47,0.253,0.429,0.731,1.000,0.331,0.503,0.156,0.963,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,53,0.279,0.437,0.707,1.000,0.343,0.499,0.155,0.971,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,14,59,0.301,0.443,0.683,1.000,0.355,0.495,0.154,0.978,Fear,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,5,0.341,0.454,0.580,1.000,0.367,0.491,0.153,0.986,Apprehension,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,11,0.501,0.442,0.647,1.000,0.379,0.487,0.150,0.993,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,17,0.624,0.432,0.715,1.000,0.391,0.483,0.146,1.000,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,23,0.628,0.429,0.724,1.000,0.403,0.479,0.150,0.995,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,29,0.600,0.412,0.802,1.000,0.415,0.475,0.168,0.976,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,35,0.578,0.399,0.862,1.000,0.427,0.471,0.179,0.967,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,41,0.560,0.389,0.909,1.000,0.439,0.467,0.183,0.968,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,47,0.547,0.381,0.946,1.000,0.451,0.463,0.200,0.950,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,53,0.544,0.383,0.930,1.000,0.462,0.459,0.218,0.931,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,15,59,0.544,0.387,0.904,1.000,0.474,0.455,0.223,0.929,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,5,0.551,0.449,0.631,1.000,0.486,0.451,0.238,0.916,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,11,0.537,0.532,0.297,1.000,0.498,0.447,0.256,0.897,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,17,0.527,0.590,0.193,1.000,0.510,0.443,0.274,0.879,Joy,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,23,0.522,0.618,0.177,1.000,0.522,0.439,0.291,0.861,Joy,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,29,0.522,0.612,0.203,1.000,0.534,0.435,0.309,0.842,Joy,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,35,0.522,0.607,0.226,1.000,0.546,0.431,0.327,0.824,Joy,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,41,0.522,0.603,0.248,1.000,0.558,0.427,0.344,0.806,Joy,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,47,0.521,0.599,0.268,1.000,0.570,0.423,0.350,0.804,Joy,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,53,0.521,0.595,0.287,1.000,0.582,0.419,0.353,0.806,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,16,59,0.521,0.593,0.303,1.000,0.592,0.421,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,5,0.521,0.590,0.313,1.000,0.598,0.434,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,11,0.521,0.588,0.323,1.000,0.603,0.446,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,17,0.520,0.586,0.332,1.000,0.609,0.459,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,23,0.520,0.584,0.340,1.000,0.615,0.471,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,29,0.520,0.582,0.347,1.000,0.621,0.484,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,35,0.520,0.580,0.353,1.000,0.627,0.496,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,41,0.520,0.578,0.359,1.000,0.633,0.509,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,47,0.520,0.576,0.365,1.000,0.639,0.521,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,53,0.520,0.574,0.370,1.000,0.645,0.534,0.358,0.803,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,17,59,0.520,0.573,0.375,1.000,0.652,0.545,0.358,0.804,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,5,0.629,0.514,0.499,1.000,0.664,0.535,0.353,0.811,Serenity,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,11,0.669,0.489,0.563,1.000,0.675,0.525,0.350,0.819,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,17,0.653,0.475,0.636,1.000,0.687,0.515,0.355,0.810,Annoyance,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,23,0.646,0.464,0.707,1.000,0.699,0.505,0.373,0.773,Anger,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,29,0.653,0.451,0.774,1.000,0.711,0.495,0.390,0.737,Anger,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,35,0.661,0.439,0.834,1.000,0.723,0.485,0.408,0.700,Anger,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,41,0.669,0.443,0.830,1.000,0.735,0.475,0.413,0.693,Anger,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,47,0.676,0.449,0.816,1.000,0.747,0.465,0.409,0.701,Anger,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,53,0.683,0.453,0.805,1.000,0.759,0.455,0.407,0.708,Anger,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,18,59,0.690,0.457,0.796,1.000,0.771,0.445,0.403,0.716,Anger,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,5,0.692,0.459,0.788,1.000,0.783,0.435,0.400,0.723,Anger,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,11,0.690,0.458,0.778,1.000,0.778,0.425,0.397,0.731,Anger,hunger,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,17,0.666,0.466,0.733,1.000,0.619,0.415,0.396,0.738,Anger,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,23,0.629,0.487,0.697,1.000,0.460,0.405,0.399,0.734,Annoyance,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,29,0.598,0.505,0.669,1.000,0.302,0.395,0.397,0.741,Distraction,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,35,0.572,0.520,0.646,1.000,0.143,0.385,0.394,0.749,Distraction,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,41,0.550,0.532,0.628,1.000,0.000,0.375,0.389,0.756,Distraction,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,47,0.543,0.536,0.621,1.000,0.008,0.365,0.387,0.764,Distraction,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,53,0.542,0.536,0.621,1.000,0.014,0.376,0.387,0.764,Distraction,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,19,59,0.542,0.536,0.620,1.000,0.020,0.389,0.387,0.764,Distraction,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,5,0.542,0.537,0.620,1.000,0.026,0.401,0.387,0.764,Distraction,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,11,0.542,0.537,0.620,1.000,0.032,0.414,0.387,0.764,Distraction,energy,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,17,0.542,0.537,0.619,1.000,0.038,0.426,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,23,0.542,0.537,0.619,1.000,0.044,0.439,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,29,0.542,0.536,0.618,1.000,0.050,0.451,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,35,0.542,0.536,0.618,1.000,0.056,0.464,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,41,0.542,0.536,0.617,1.000,0.062,0.476,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,47,0.542,0.536,0.617,1.000,0.068,0.489,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,53,0.541,0.536,0.616,1.000,0.074,0.501,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,20,59,0.541,0.536,0.616,1.000,0.080,0.514,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,5,0.541,0.536,0.615,1.000,0.086,0.526,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,11,0.541,0.536,0.615,1.000,0.091,0.539,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,17,0.541,0.536,0.614,1.000,0.097,0.551,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,23,0.541,0.536,0.614,1.000,0.103,0.564,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,29,0.541,0.536,0.613,1.000,0.109,0.576,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,35,0.541,0.536,0.613,1.000,0.115,0.589,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,41,0.541,0.536,0.612,1.000,0.121,0.601,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,47,0.541,0.536,0.612,1.000,0.127,0.614,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,53,0.541,0.536,0.611,1.000,0.133,0.626,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,21,59,0.541,0.536,0.611,1.000,0.139,0.639,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,5,0.541,0.536,0.610,1.000,0.145,0.651,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,11,0.541,0.536,0.610,1.000,0.151,0.664,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,17,0.541,0.536,0.609,1.000,0.157,0.676,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,23,0.540,0.536,0.609,1.000,0.163,0.689,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,29,0.540,0.535,0.609,1.000,0.169,0.701,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,35,0.540,0.535,0.608,1.000,0.175,0.714,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,41,0.540,0.535,0.608,1.000,0.181,0.726,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,47,0.540,0.535,0.607,1.000,0.187,0.739,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,53,0.540,0.535,0.607,1.000,0.193,0.751,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,22,59,0.540,0.535,0.606,1.000,0.199,0.764,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,5,0.540,0.535,0.606,1.000,0.205,0.776,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,11,0.540,0.535,0.606,1.000,0.211,0.789,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,17,0.540,0.535,0.605,1.000,0.217,0.801,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,23,0.540,0.535,0.605,1.000,0.223,0.814,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,29,0.540,0.535,0.604,1.000,0.229,0.826,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,35,0.540,0.535,0.604,1.000,0.235,0.839,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,41,0.540,0.535,0.604,1.000,0.241,0.851,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,47,0.540,0.535,0.603,1.000,0.247,0.864,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,53,0.540,0.535,0.603,1.000,0.253,0.876,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,5,23,59,0.540,0.535,0.602,1.000,0.259,0.889,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
0,6,0,5,0.539,0.535,0.602,1.000,0.265,0.901,0.387,0.764,Distraction,idle,0.68,0.55,0.44,0.99,0.40,0.82,0.33
