sep=,
NPC_ID,Day,Hour,Minute,DA,5HT,NA,Hunger,Energy,Social,Safety,Emotion,Drive,DNA_O,DNA_C,DNA_E,DNA_A,DNA_N,DNA_UAI,DNA_COL
0,5,7,35,0.959,0.570,0.523,1.000,0.748,0.403,0.971,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,7,41,0.856,0.555,0.601,1.000,0.744,0.417,0.971,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,7,47,0.803,0.547,0.639,1.000,0.740,0.445,0.965,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,7,53,0.605,0.547,0.917,1.000,0.736,0.452,0.969,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,7,59,0.610,0.547,0.890,1.000,0.732,0.469,0.968,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,5,0.513,0.547,0.977,1.000,0.728,0.465,0.975,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,11,0.532,0.546,0.927,0.920,0.724,0.491,0.970,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,17,0.570,0.544,0.866,0.720,0.720,0.519,0.964,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,23,0.599,0.542,0.819,0.520,0.716,0.546,0.959,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,29,0.621,0.540,0.783,0.320,0.712,0.573,0.953,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,35,0.639,0.539,0.756,0.120,0.708,0.601,0.948,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,41,0.552,0.539,0.879,0.006,0.704,0.628,0.942,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,47,0.554,0.540,0.861,0.020,0.700,0.655,0.937,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,53,0.576,0.548,0.808,0.034,0.696,0.656,0.943,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,8,59,0.599,0.556,0.758,0.048,0.692,0.651,0.950,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,5,0.614,0.561,0.727,0.062,0.688,0.646,0.958,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,11,0.621,0.565,0.710,0.076,0.684,0.603,0.965,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,17,0.627,0.568,0.696,0.090,0.680,0.539,0.973,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,23,0.632,0.571,0.685,0.104,0.676,0.479,0.980,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,29,0.633,0.572,0.683,0.118,0.672,0.475,0.988,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,35,0.633,0.572,0.680,0.132,0.668,0.491,0.987,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,41,0.634,0.572,0.678,0.146,0.664,0.517,0.982,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,47,0.635,0.564,0.675,0.160,0.660,0.516,0.989,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,53,0.636,0.556,0.672,0.174,0.656,0.543,0.984,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,9,59,0.636,0.549,0.669,0.188,0.652,0.546,0.990,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,5,0.636,0.542,0.667,0.202,0.648,0.544,0.997,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,11,0.636,0.536,0.665,0.216,0.644,0.542,1.000,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,17,0.636,0.531,0.663,0.230,0.640,0.556,0.997,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,23,0.636,0.526,0.661,0.244,0.636,0.583,0.991,Distraction,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,29,0.636,0.521,0.660,0.258,0.632,0.611,0.986,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,35,0.636,0.517,0.658,0.272,0.628,0.623,0.987,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,41,0.636,0.513,0.657,0.286,0.624,0.650,0.982,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,47,0.636,0.510,0.656,0.300,0.620,0.677,0.976,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,53,0.636,0.507,0.655,0.314,0.616,0.705,0.971,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,10,59,0.637,0.507,0.654,0.328,0.612,0.732,0.965,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,5,0.640,0.525,0.660,0.342,0.608,0.759,0.959,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,11,0.640,0.540,0.665,0.356,0.604,0.787,0.954,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,17,0.640,0.550,0.668,0.370,0.600,0.814,0.948,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,23,0.642,0.553,0.664,0.384,0.596,0.841,0.943,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,29,0.638,0.555,0.664,0.398,0.592,0.869,0.937,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,35,0.634,0.558,0.665,0.412,0.588,0.896,0.932,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,41,0.630,0.560,0.665,0.426,0.584,0.923,0.926,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,47,0.627,0.562,0.666,0.440,0.580,0.951,0.920,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,53,0.623,0.563,0.667,0.454,0.576,0.978,0.915,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,11,59,0.621,0.565,0.668,0.468,0.572,1.000,0.909,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,5,0.618,0.566,0.669,0.482,0.568,1.000,0.904,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,11,0.616,0.568,0.670,0.496,0.564,1.000,0.898,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,17,0.614,0.569,0.670,0.510,0.560,0.998,0.905,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,23,0.612,0.570,0.671,0.524,0.556,1.000,0.901,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,29,0.610,0.571,0.671,0.538,0.552,0.998,0.906,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,35,0.609,0.572,0.671,0.552,0.548,0.996,0.913,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,41,0.610,0.572,0.670,0.566,0.544,0.992,0.921,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,47,0.416,0.573,0.957,0.580,0.540,0.976,0.928,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,53,0.446,0.575,0.912,0.594,0.536,0.878,0.936,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,12,59,0.472,0.578,0.873,0.608,0.532,0.779,0.943,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,5,0.495,0.580,0.839,0.622,0.528,0.680,0.951,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,11,0.516,0.582,0.809,0.636,0.524,0.581,0.958,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,17,0.534,0.584,0.783,0.650,0.520,0.482,0.966,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,23,0.550,0.585,0.761,0.664,0.516,0.383,0.973,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,29,0.564,0.587,0.741,0.678,0.512,0.284,0.981,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,35,0.577,0.588,0.723,0.692,0.508,0.185,0.988,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,41,0.588,0.589,0.708,0.706,0.504,0.086,0.996,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,47,0.593,0.589,0.702,0.720,0.500,0.040,1.000,Distraction,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,53,0.396,0.588,0.993,0.734,0.496,0.035,1.000,Loathing,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,13,59,0.205,0.588,0.998,0.748,0.492,0.031,1.000,Loathing,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,5,0.250,0.584,0.964,0.762,0.488,0.041,0.998,Loathing,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,11,0.299,0.581,0.899,0.776,0.484,0.069,0.992,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,17,0.342,0.578,0.843,0.790,0.480,0.096,0.986,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,23,0.382,0.576,0.791,0.804,0.476,0.123,0.981,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,29,0.418,0.574,0.746,0.818,0.472,0.151,0.975,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,35,0.449,0.572,0.707,0.832,0.468,0.178,0.970,Boredom,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,41,0.388,0.570,0.804,0.846,0.464,0.205,0.964,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,47,0.423,0.569,0.756,0.860,0.460,0.233,0.959,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,53,0.452,0.567,0.717,0.874,0.456,0.260,0.953,Boredom,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,14,59,0.369,0.565,0.859,0.888,0.452,0.287,0.947,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,5,0.395,0.561,0.848,0.902,0.448,0.315,0.942,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,11,0.417,0.557,0.838,0.916,0.444,0.342,0.936,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,17,0.438,0.554,0.829,0.930,0.440,0.367,0.932,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,23,0.457,0.551,0.821,0.944,0.436,0.390,0.928,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,29,0.473,0.549,0.813,0.958,0.432,0.388,0.936,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,35,0.488,0.546,0.806,0.972,0.428,0.408,0.934,Disgust,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,41,0.502,0.544,0.800,0.986,0.424,0.408,0.940,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,47,0.514,0.542,0.795,1.000,0.420,0.419,0.942,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,53,0.525,0.540,0.790,1.000,0.416,0.445,0.937,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,15,59,0.535,0.539,0.785,1.000,0.412,0.465,0.935,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,5,0.544,0.537,0.781,1.000,0.408,0.463,0.942,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,11,0.552,0.536,0.778,0.927,0.404,0.463,0.949,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,17,0.559,0.535,0.774,0.727,0.400,0.460,0.956,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,23,0.566,0.534,0.771,0.527,0.396,0.458,0.964,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,29,0.572,0.533,0.769,0.327,0.392,0.461,0.970,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,35,0.577,0.532,0.766,0.127,0.388,0.488,0.964,Surprise,hunger,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,41,0.582,0.531,0.764,0.005,0.384,0.515,0.959,Surprise,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,47,0.586,0.530,0.762,0.019,0.380,0.543,0.953,Surprise,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,53,0.590,0.529,0.760,0.033,0.376,0.570,0.947,Surprise,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,16,59,0.583,0.526,0.783,0.047,0.372,0.597,0.942,Surprise,idle,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,5,0.570,0.534,0.775,0.061,0.368,0.625,0.936,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,11,0.558,0.542,0.767,0.075,0.364,0.652,0.931,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,17,0.548,0.549,0.760,0.089,0.360,0.679,0.925,Surprise,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,23,0.553,0.558,0.720,0.103,0.356,0.707,0.920,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,29,0.560,0.568,0.675,0.117,0.352,0.734,0.914,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,35,0.567,0.576,0.637,0.131,0.348,0.761,0.908,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,41,0.573,0.583,0.605,0.145,0.344,0.789,0.903,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,47,0.577,0.587,0.588,0.159,0.340,0.816,0.897,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,53,0.582,0.579,0.593,0.173,0.336,0.843,0.892,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,17,59,0.587,0.570,0.599,0.187,0.332,0.871,0.886,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,5,0.592,0.561,0.604,0.201,0.323,0.898,0.875,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,11,0.597,0.553,0.608,0.215,0.313,0.925,0.864,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,17,0.600,0.546,0.613,0.229,0.303,0.953,0.853,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,23,0.604,0.540,0.616,0.243,0.293,0.970,0.848,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,29,0.607,0.534,0.620,0.257,0.283,0.969,0.856,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,35,0.608,0.527,0.629,0.271,0.273,0.965,0.863,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,41,0.608,0.520,0.638,0.285,0.263,0.963,0.871,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,47,0.608,0.513,0.647,0.299,0.253,0.961,0.878,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,53,0.611,0.510,0.647,0.313,0.243,0.960,0.886,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,18,59,0.613,0.507,0.647,0.327,0.233,0.987,0.875,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,5,0.318,0.506,0.995,0.341,0.223,1.000,0.863,Loathing,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,11,0.229,0.507,0.990,0.355,0.213,0.997,0.860,Loathing,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,17,0.280,0.516,0.942,0.369,0.203,0.900,0.868,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,23,0.326,0.525,0.899,0.383,0.193,0.801,0.875,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,29,0.366,0.533,0.862,0.397,0.183,0.701,0.883,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,35,0.402,0.540,0.829,0.411,0.173,0.601,0.890,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,41,0.434,0.546,0.801,0.425,0.163,0.502,0.898,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,47,0.456,0.549,0.807,0.439,0.153,0.436,0.905,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,53,0.464,0.548,0.850,0.453,0.143,0.430,0.913,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,19,59,0.472,0.547,0.888,0.467,0.133,0.426,0.920,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,5,0.480,0.546,0.930,0.481,0.123,0.422,0.928,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,11,0.488,0.544,0.965,0.495,0.113,0.428,0.930,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,17,0.488,0.546,0.942,0.509,0.103,0.455,0.919,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,23,0.391,0.547,0.990,0.523,0.093,0.464,0.920,Loathing,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,29,0.396,0.548,0.965,0.537,0.083,0.460,0.927,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,35,0.308,0.549,0.983,0.551,0.073,0.457,0.935,Loathing,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,41,0.323,0.551,0.959,0.565,0.063,0.452,0.942,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,47,0.336,0.552,0.936,0.579,0.053,0.448,0.950,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,53,0.347,0.553,0.916,0.593,0.043,0.444,0.957,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,20,59,0.357,0.555,0.897,0.607,0.033,0.441,0.965,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,5,0.183,0.556,0.976,0.621,0.023,0.444,0.969,Loathing,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,11,0.209,0.558,0.952,0.635,0.013,0.452,0.970,Loathing,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,17,0.232,0.559,0.930,0.649,0.003,0.479,0.959,Loathing,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,23,0.254,0.560,0.910,0.663,0.000,0.506,0.948,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,29,0.274,0.562,0.891,0.677,0.000,0.534,0.936,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,35,0.291,0.565,0.878,0.691,0.000,0.561,0.925,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,41,0.306,0.569,0.866,0.705,0.000,0.588,0.914,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,47,0.320,0.572,0.856,0.719,0.000,0.616,0.903,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,53,0.333,0.576,0.846,0.733,0.000,0.643,0.892,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,21,59,0.344,0.578,0.838,0.747,0.000,0.670,0.881,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,5,0.354,0.581,0.830,0.761,0.000,0.698,0.870,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,11,0.374,0.581,0.817,0.775,0.000,0.725,0.858,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,17,0.396,0.580,0.803,0.789,0.000,0.752,0.847,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,23,0.415,0.580,0.790,0.803,0.000,0.780,0.836,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,29,0.433,0.580,0.779,0.817,0.000,0.807,0.825,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,35,0.449,0.580,0.769,0.831,0.000,0.829,0.818,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,41,0.464,0.580,0.759,0.845,0.000,0.827,0.825,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,47,0.468,0.580,0.753,0.859,0.000,0.837,0.825,Disgust,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,53,0.492,0.582,0.734,0.873,0.000,0.864,0.814,Boredom,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,22,59,0.513,0.584,0.718,0.887,0.000,0.892,0.803,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,5,0.531,0.585,0.703,0.901,0.000,0.909,0.798,Distraction,social,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,11,0.432,0.586,0.851,0.915,0.000,0.908,0.805,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,17,0.432,0.586,0.849,0.923,0.011,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,23,0.432,0.586,0.848,0.930,0.024,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,29,0.432,0.586,0.847,0.937,0.036,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,35,0.432,0.586,0.846,0.944,0.049,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,41,0.433,0.586,0.845,0.951,0.061,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,47,0.433,0.586,0.844,0.958,0.074,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,53,0.433,0.587,0.843,0.965,0.086,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,5,23,59,0.433,0.587,0.842,0.972,0.099,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,5,0.433,0.587,0.841,0.979,0.111,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,11,0.433,0.587,0.840,0.986,0.124,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,17,0.433,0.587,0.839,0.993,0.136,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,23,0.434,0.587,0.839,1.000,0.149,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,29,0.434,0.587,0.838,1.000,0.161,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,35,0.434,0.587,0.837,1.000,0.174,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,41,0.434,0.587,0.836,1.000,0.186,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,47,0.434,0.587,0.835,1.000,0.199,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,53,0.434,0.587,0.834,1.000,0.211,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,0,59,0.435,0.587,0.833,1.000,0.224,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
0,6,1,5,0.435,0.588,0.832,1.000,0.236,0.908,0.806,Disgust,energy,0.39,0.86,0.68,0.64,0.16,0.43,0.48
