sep=,
NPC_ID,Day,Hour,Minute,DA,5HT,NA,Hunger,Energy,Social,Safety,Emotion,Drive,DNA_O,DNA_C,DNA_E,DNA_A,DNA_N,DNA_UAI,DNA_COL
0,5,7,17,0.577,0.439,0.420,1.000,0.963,0.541,0.998,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,7,23,0.578,0.438,0.420,1.000,0.959,0.543,1.000,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,7,29,0.479,0.437,0.569,1.000,0.955,0.541,1.000,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,7,35,0.480,0.437,0.563,1.000,0.951,0.540,1.000,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,7,41,0.307,0.436,0.819,1.000,0.947,0.538,1.000,Fear,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,7,47,0.333,0.435,0.775,1.000,0.943,0.536,1.000,Fear,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,7,53,0.260,0.434,0.880,1.000,0.939,0.535,1.000,Fear,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,7,59,0.251,0.429,0.869,0.827,0.935,0.537,1.000,Fear,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,5,0.329,0.425,0.760,0.627,0.931,0.540,0.999,Fear,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,11,0.389,0.422,0.677,0.427,0.927,0.545,0.998,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,17,0.436,0.419,0.613,0.227,0.923,0.546,0.999,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,23,0.472,0.417,0.565,0.027,0.919,0.553,0.997,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,29,0.477,0.416,0.557,0.012,0.915,0.560,0.994,Apprehension,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,35,0.478,0.416,0.554,0.026,0.911,0.566,0.992,Apprehension,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,41,0.527,0.429,0.512,0.040,0.907,0.570,0.994,Annoyance,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,47,0.579,0.444,0.469,0.054,0.903,0.577,0.991,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,53,0.613,0.455,0.442,0.068,0.899,0.584,0.989,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,8,59,0.620,0.457,0.434,0.082,0.895,0.581,0.996,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,5,0.619,0.456,0.433,0.096,0.891,0.580,1.000,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,11,0.618,0.455,0.432,0.110,0.887,0.587,0.997,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,17,0.617,0.454,0.432,0.124,0.883,0.594,0.994,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,23,0.616,0.453,0.431,0.138,0.879,0.594,1.000,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,29,0.615,0.452,0.430,0.152,0.875,0.597,0.998,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,35,0.612,0.452,0.427,0.166,0.871,0.604,0.996,Interest,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,41,0.608,0.453,0.424,0.180,0.867,0.612,0.993,Interest,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,47,0.600,0.459,0.414,0.194,0.863,0.612,0.998,Interest,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,53,0.593,0.463,0.405,0.208,0.859,0.611,1.000,Interest,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,9,59,0.587,0.467,0.397,0.222,0.855,0.610,1.000,Interest,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,5,0.586,0.467,0.396,0.236,0.851,0.609,1.000,Interest,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,11,0.485,0.467,0.545,0.250,0.847,0.616,0.997,Apprehension,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,17,0.486,0.468,0.544,0.264,0.843,0.613,1.000,Apprehension,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,23,0.486,0.468,0.543,0.278,0.839,0.612,1.000,Apprehension,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,29,0.486,0.468,0.541,0.292,0.835,0.612,0.999,Apprehension,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,35,0.486,0.468,0.540,0.306,0.831,0.619,0.997,Apprehension,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,41,0.486,0.468,0.538,0.320,0.827,0.625,0.995,Apprehension,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,47,0.534,0.485,0.444,0.334,0.823,0.623,1.000,Interest,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,53,0.578,0.500,0.369,0.348,0.819,0.621,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,10,59,0.576,0.500,0.368,0.362,0.815,0.624,0.998,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,5,0.575,0.500,0.366,0.376,0.811,0.631,0.996,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,11,0.574,0.500,0.364,0.390,0.807,0.638,0.993,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,17,0.474,0.500,0.513,0.404,0.803,0.637,1.000,Homeostasis,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,23,0.381,0.500,0.643,0.418,0.799,0.636,1.000,Boredom,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,29,0.294,0.500,0.766,0.432,0.795,0.633,1.000,Disgust,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,35,0.318,0.500,0.721,0.446,0.791,0.635,0.999,Disgust,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,41,0.337,0.500,0.681,0.460,0.787,0.642,0.996,Boredom,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,47,0.472,0.505,0.525,0.474,0.783,0.649,0.993,Homeostasis,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,53,0.559,0.510,0.430,0.488,0.779,0.648,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,11,59,0.557,0.510,0.419,0.502,0.775,0.655,0.997,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,5,0.556,0.509,0.409,0.516,0.771,0.663,0.994,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,11,0.457,0.509,0.546,0.530,0.767,0.670,0.992,Boredom,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,17,0.466,0.508,0.523,0.544,0.763,0.671,0.996,Homeostasis,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,23,0.475,0.507,0.500,0.558,0.759,0.678,0.993,Homeostasis,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,29,0.482,0.506,0.481,0.572,0.755,0.685,0.991,Homeostasis,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,35,0.486,0.506,0.471,0.586,0.751,0.692,0.988,Homeostasis,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,41,0.492,0.505,0.455,0.600,0.747,0.699,0.985,Homeostasis,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,47,0.498,0.504,0.441,0.614,0.743,0.698,0.993,Acceptance,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,53,0.502,0.503,0.432,0.628,0.739,0.703,0.992,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,12,59,0.502,0.503,0.431,0.642,0.735,0.707,0.994,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,5,0.502,0.503,0.427,0.656,0.731,0.714,0.991,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,11,0.503,0.502,0.420,0.670,0.727,0.721,0.988,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,17,0.504,0.501,0.414,0.684,0.723,0.728,0.985,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,23,0.505,0.500,0.408,0.698,0.719,0.735,0.983,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,29,0.511,0.493,0.409,0.712,0.715,0.735,0.988,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,35,0.421,0.484,0.553,0.726,0.711,0.740,0.989,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,41,0.436,0.477,0.540,0.740,0.707,0.740,0.994,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,47,0.450,0.470,0.528,0.754,0.703,0.747,0.992,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,53,0.462,0.464,0.518,0.768,0.699,0.754,0.989,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,13,59,0.472,0.459,0.508,0.782,0.695,0.761,0.986,Apprehension,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,5,0.482,0.453,0.500,0.796,0.691,0.765,0.987,Homeostasis,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,11,0.491,0.449,0.492,0.810,0.687,0.768,0.990,Pensiveness,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,17,0.509,0.443,0.476,0.824,0.683,0.771,0.992,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,23,0.581,0.428,0.410,0.838,0.679,0.770,1.000,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,29,0.629,0.418,0.372,0.852,0.675,0.769,1.000,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,35,0.657,0.411,0.354,0.866,0.671,0.767,1.000,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,41,0.652,0.411,0.359,0.880,0.667,0.766,1.000,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,47,0.648,0.411,0.362,0.894,0.663,0.768,0.999,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,53,0.668,0.409,0.370,0.908,0.659,0.768,1.000,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,14,59,0.701,0.407,0.378,0.922,0.655,0.767,1.000,Anticipation,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,5,0.725,0.404,0.384,0.936,0.651,0.769,0.999,Anticipation,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,11,0.743,0.404,0.389,0.950,0.647,0.771,1.000,Anticipation,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,17,0.744,0.404,0.391,0.964,0.643,0.773,1.000,Anticipation,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,23,0.640,0.404,0.539,0.978,0.639,0.772,1.000,Annoyance,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,29,0.539,0.404,0.683,0.992,0.635,0.770,1.000,Annoyance,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,35,0.441,0.405,0.803,1.000,0.631,0.768,1.000,Fear,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,41,0.445,0.405,0.771,1.000,0.627,0.774,0.998,Fear,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,47,0.448,0.405,0.742,1.000,0.623,0.776,1.000,Fear,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,53,0.534,0.430,0.652,1.000,0.619,0.774,1.000,Annoyance,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,15,59,0.762,0.554,0.412,1.000,0.615,0.777,1.000,Joy,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,5,0.736,0.548,0.404,1.000,0.611,0.775,1.000,Joy,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,11,0.713,0.543,0.396,1.000,0.607,0.775,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,17,0.694,0.538,0.390,1.000,0.603,0.777,0.999,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,23,0.589,0.538,0.539,1.000,0.599,0.780,1.000,Distraction,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,29,0.587,0.536,0.529,1.000,0.595,0.750,1.000,Distraction,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,35,0.581,0.532,0.506,1.000,0.591,0.672,1.000,Distraction,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,41,0.576,0.529,0.485,1.000,0.587,0.594,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,47,0.572,0.526,0.467,1.000,0.583,0.516,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,53,0.568,0.523,0.452,1.000,0.579,0.438,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,16,59,0.565,0.520,0.438,1.000,0.575,0.361,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,5,0.562,0.518,0.426,1.000,0.571,0.283,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,11,0.559,0.516,0.416,1.000,0.567,0.205,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,17,0.557,0.514,0.407,1.000,0.563,0.127,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,23,0.555,0.513,0.399,1.000,0.559,0.052,1.000,Serenity,social,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,29,0.477,0.499,0.527,0.873,0.555,0.049,1.000,Homeostasis,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,35,0.504,0.480,0.499,0.673,0.551,0.047,1.000,Homeostasis,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,41,0.525,0.465,0.478,0.473,0.547,0.044,1.000,Homeostasis,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,47,0.542,0.454,0.461,0.273,0.543,0.043,1.000,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,53,0.555,0.444,0.449,0.073,0.539,0.046,0.999,Interest,hunger,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,17,59,0.559,0.441,0.445,0.009,0.535,0.052,0.997,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,5,0.560,0.441,0.444,0.023,0.525,0.051,1.000,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,11,0.561,0.437,0.423,0.037,0.515,0.050,0.999,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,17,0.562,0.433,0.399,0.051,0.505,0.057,0.994,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,23,0.562,0.429,0.379,0.065,0.495,0.064,0.988,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,29,0.562,0.426,0.361,0.079,0.485,0.071,0.983,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,35,0.562,0.423,0.347,0.093,0.475,0.070,0.990,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,41,0.562,0.420,0.334,0.107,0.465,0.068,0.997,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,47,0.562,0.418,0.324,0.121,0.455,0.066,1.000,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,53,0.562,0.416,0.315,0.135,0.445,0.071,0.996,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,18,59,0.562,0.416,0.316,0.149,0.435,0.072,0.998,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,5,0.563,0.416,0.319,0.163,0.425,0.071,0.999,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,11,0.563,0.416,0.323,0.177,0.415,0.077,0.995,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,17,0.563,0.415,0.326,0.191,0.405,0.077,0.999,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,23,0.564,0.415,0.329,0.205,0.395,0.084,0.994,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,29,0.564,0.415,0.332,0.219,0.385,0.087,0.995,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,35,0.565,0.415,0.334,0.233,0.375,0.085,1.000,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,41,0.368,0.415,0.632,0.247,0.365,0.084,1.000,Apprehension,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,47,0.387,0.414,0.615,0.261,0.355,0.085,1.000,Apprehension,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,53,0.458,0.411,0.556,0.275,0.345,0.089,0.996,Apprehension,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,19,59,0.503,0.410,0.519,0.289,0.335,0.095,0.992,Annoyance,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,5,0.529,0.410,0.498,0.303,0.325,0.097,0.995,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,11,0.530,0.410,0.497,0.317,0.315,0.103,0.992,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,17,0.586,0.408,0.475,0.331,0.305,0.110,0.986,Interest,idle,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,23,0.604,0.428,0.454,0.345,0.295,0.117,0.980,Interest,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,29,0.579,0.465,0.441,0.359,0.285,0.124,0.975,Interest,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,35,0.560,0.492,0.432,0.373,0.275,0.131,0.969,Interest,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,41,0.553,0.498,0.430,0.387,0.265,0.132,0.973,Interest,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,47,0.505,0.505,0.432,0.401,0.255,0.138,0.970,Serenity,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,53,0.434,0.517,0.433,0.415,0.245,0.144,0.966,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,20,59,0.386,0.525,0.433,0.429,0.235,0.143,0.974,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,5,0.367,0.528,0.433,0.443,0.225,0.141,0.981,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,11,0.364,0.528,0.433,0.457,0.215,0.143,0.985,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,17,0.374,0.559,0.423,0.471,0.205,0.145,0.987,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,23,0.382,0.585,0.415,0.485,0.195,0.143,0.995,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,29,0.388,0.603,0.410,0.499,0.185,0.142,1.000,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,35,0.334,0.597,0.517,0.513,0.175,0.141,1.000,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,41,0.394,0.586,0.465,0.527,0.165,0.140,1.000,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,47,0.409,0.582,0.449,0.541,0.155,0.138,1.000,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,53,0.402,0.580,0.447,0.555,0.145,0.142,0.996,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,21,59,0.396,0.578,0.446,0.569,0.135,0.148,0.993,Acceptance,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,5,0.293,0.576,0.586,0.582,0.129,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,11,0.293,0.576,0.585,0.589,0.140,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,17,0.294,0.576,0.585,0.596,0.151,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,23,0.294,0.576,0.584,0.603,0.161,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,29,0.294,0.576,0.584,0.610,0.172,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,35,0.294,0.576,0.584,0.617,0.183,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,41,0.294,0.576,0.583,0.624,0.194,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,47,0.294,0.576,0.583,0.631,0.205,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,53,0.294,0.576,0.582,0.638,0.216,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,22,59,0.295,0.576,0.582,0.645,0.227,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,5,0.295,0.576,0.582,0.652,0.238,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,11,0.295,0.575,0.581,0.659,0.249,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,17,0.295,0.575,0.581,0.666,0.260,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,23,0.295,0.575,0.581,0.673,0.271,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,29,0.295,0.575,0.580,0.680,0.282,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,35,0.295,0.575,0.580,0.687,0.292,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,41,0.296,0.575,0.579,0.694,0.303,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,47,0.296,0.575,0.579,0.701,0.314,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,53,0.296,0.575,0.579,0.708,0.325,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,5,23,59,0.296,0.575,0.578,0.715,0.336,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,5,0.296,0.575,0.578,0.722,0.347,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,11,0.296,0.575,0.578,0.729,0.358,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,17,0.296,0.575,0.577,0.736,0.369,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,23,0.296,0.575,0.577,0.743,0.380,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,29,0.297,0.575,0.577,0.750,0.391,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,35,0.297,0.575,0.576,0.757,0.402,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,41,0.297,0.575,0.576,0.764,0.412,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,47,0.297,0.575,0.576,0.771,0.423,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,53,0.297,0.575,0.575,0.778,0.434,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,0,59,0.297,0.575,0.575,0.785,0.445,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
0,6,1,5,0.297,0.575,0.575,0.792,0.456,0.147,0.999,Boredom,energy,0.32,0.39,0.18,0.50,0.06,0.83,0.48
