Step,Pop_Mean_DA,Pop_Mean_5HT,Pop_Mean_NA,NPC2_DA,NPC2_5HT,NPC2_NA,Distance_NPC2_to_Mean,Divergence_2_9,Divergence_2_6
203,0.4406363636363636,0.5081818181818183,0.5201818181818183,0.415,0.456,0.379,0.15268422012238267,0.226746554549347,0.17271074083565272
204,0.44136363636363635,0.5080909090909091,0.5210909090909092,0.417,0.456,0.381,0.1514348453847206,0.22314345161801183,0.17182840277439582
205,0.442,0.5080000000000001,0.5221818181818181,0.418,0.456,0.382,0.15142966072985936,0.22179720467129424,0.17014405661086135
206,0.4425454545454546,0.507909090909091,0.5234545454545455,0.419,0.455,0.384,0.15100109462686825,0.21961329650091768,0.16898224758831915
207,0.4444545454545455,0.5094545454545455,0.5230909090909092,0.433,0.473,0.37,0.15778772747634331,0.2247176005567877,0.17067220043111883
208,0.4495454545454546,0.5086363636363637,0.528,0.482,0.465,0.412,0.1281149083911241,0.16541463055002117,0.2153346233191495
209,0.4512727272727272,0.5087272727272727,0.5308181818181817,0.497,0.469,0.432,0.11590631012707081,0.14184851074297533,0.22773888556853883
210,0.452090909090909,0.5091818181818182,0.5332727272727271,0.499,0.474,0.444,0.10680750430192906,0.13007690033207275,0.22740712389896675
211,0.45254545454545453,0.5095454545454546,0.5353636363636363,0.5,0.479,0.454,0.09902019995940217,0.12048651376813915,0.22626091133909987
212,0.4531818181818182,0.5134545454545455,0.5374545454545454,0.5,0.522,0.462,0.08920961479515992,0.12607934009979585,0.21648325570353014
213,0.4581818181818182,0.5206363636363637,0.5353636363636364,0.55,0.604,0.425,0.16601267003325454,0.19989997498749212,0.25935496910604977
214,0.48363636363636364,0.5397272727272727,0.5245454545454545,0.824,0.814,0.291,0.4955970270523628,0.5306788105813156,0.595922813793867
215,0.4776363636363637,0.5349090909090909,0.5298181818181819,0.752,0.762,0.334,0.4064362757936251,0.4356018824569058,0.5003089045779617
216,0.4730909090909092,0.5292727272727273,0.5353636363636363,0.696,0.701,0.378,0.32240042347653813,0.34276814321053806,0.4182463388961103
217,0.47090909090909094,0.5251818181818182,0.5457272727272727,0.653,0.632,0.5,0.21600510783675983,0.18173882359033802,0.3671021656160584
218,0.46281818181818174,0.5212727272727272,0.5522727272727272,0.619,0.578,0.595,0.17157028774343086,0.17847688926020644,0.36404670030093667
219,0.46409090909090905,0.5172727272727272,0.5602727272727273,0.592,0.536,0.669,0.16891733515451426,0.18933832153053434,0.38549448763892846
220,0.46581818181818185,0.5147272727272727,0.5668181818181818,0.574,0.508,0.717,0.1852110701223546,0.21581936891762052,0.4085131576828339
221,0.46654545454545454,0.5144545454545455,0.5676363636363636,0.572,0.508,0.704,0.17250322790128775,0.20154900148599095,0.39456051500371897
222,0.46763636363636363,0.514,0.5684545454545454,0.569,0.507,0.688,0.15689073420485616,0.17947423213375224,0.3778571158520108
223,0.4678181818181818,0.5132727272727272,0.5677272727272726,0.556,0.505,0.654,0.12364244637443314,0.14185203558638135,0.34199853800857105
224,0.4675454545454546,0.5133636363636364,0.5663636363636363,0.546,0.503,0.626,0.0990909507923182,0.12399193522161026,0.3131549137407874
225,0.46754545454545454,0.5141818181818182,0.5651818181818182,0.539,0.502,0.605,0.08270209407044277,0.1196870920358582,0.29157160355562745
226,0.4683636363636365,0.515,0.5660909090909091,0.538,0.501,0.602,0.07959074035598117,0.12760094043540585,0.28612409895008845
227,0.469,0.5156363636363637,0.5676363636363636,0.538,0.501,0.6,0.07760559322093713,0.13238202294873724,0.282641115197347
228,0.4700000000000001,0.516090909090909,0.5694545454545454,0.538,0.501,0.597,0.07490318820521444,0.13442470011125185,0.27761123896557216
229,0.4713636363636363,0.5173636363636364,0.5688181818181818,0.547,0.516,0.562,0.07595529350591873,0.09772410142846034,0.2536986401224887
230,0.47109090909090906,0.5174545454545455,0.572,0.537,0.513,0.551,0.0693170342676995,0.09671090941563937,0.22565017172605928
231,0.4713636363636363,0.5176363636363637,0.5758181818181819,0.533,0.512,0.546,0.06870177497195784,0.09763708311906907,0.20683810093887448
232,0.4719090909090909,0.5177272727272727,0.5797272727272728,0.532,0.512,0.544,0.0701438309817292,0.0999699954986495,0.19490767044936952
233,0.47245454545454546,0.5179090909090909,0.583909090909091,0.531,0.512,0.543,0.0716661797664286,0.10200980345045275,0.18600000000000008
234,0.46736363636363637,0.5156363636363636,0.5974545454545455,0.468,0.486,0.646,0.05688040229542381,0.2251466188953323,0.17267599717389795
235,0.4608181818181818,0.5123636363636362,0.6153636363636363,0.39,0.449,0.795,0.20322250965321748,0.3970100754388987,0.26054941949657073
236,0.4576363636363636,0.5106363636363637,0.6313636363636363,0.339,0.416,0.919,0.32521578341944596,0.5331660154210882,0.3640302185258802
237,0.4559090909090908,0.5061818181818182,0.6457272727272727,0.319,0.399,0.963,0.3617927926222251,0.5844022587225344,0.39008460620742264
238,0.45881818181818185,0.5084545454545455,0.630909090909091,0.336,0.439,0.714,0.16374473684053237,0.37696949478704506,0.13656134152826707
239,0.46218181818181814,0.5070909090909091,0.6217272727272728,0.361,0.457,0.525,0.14867086060620097,0.2683169767271538,0.15229576487873853
240,0.4636363636363637,0.504909090909091,0.6179999999999999,0.382,0.465,0.4,0.23618050597997844,0.2543010027506773,0.2876821162324833
241,0.46536363636363637,0.5033636363636363,0.6158181818181818,0.401,0.472,0.315,0.30922149647832947,0.27569729777420743,0.39448574118718155
242,0.47081818181818175,0.5044545454545455,0.6113636363636363,0.416,0.477,0.259,0.3576575420082343,0.3009817270200967,0.47445653120175296
243,0.4735454545454545,0.5045454545454545,0.6001818181818181,0.428,0.482,0.125,0.4778916679342628,0.4017424548140263,0.6322515322243197
244,0.47445454545454546,0.5028181818181818,0.605090909090909,0.429,0.482,0.14,0.46777031341856484,0.3882718120080313,0.6430738682297703
245,0.47618181818181815,0.5006363636363637,0.6123636363636363,0.43,0.482,0.155,0.4600669193149338,0.37491999146484567,0.6529111731315371
246,0.47909090909090907,0.5014545454545455,0.620090909090909,0.432,0.485,0.176,0.44688369999622274,0.3555629339512205,0.6576161494367364
247,0.4827272727272728,0.5061818181818183,0.6408181818181818,0.452,0.498,0.363,0.2796319895626695,0.2026252698949467,0.4992203922116964
248,0.49054545454545445,0.5128181818181818,0.653090909090909,0.465,0.498,0.498,0.15787760716129184,0.16040261843249315,0.3725654304951011
249,0.49754545454545446,0.5166363636363637,0.6555454545454545,0.475,0.501,0.494,0.16385886388208382,0.15148927354766742,0.40551818701508324
250,0.503,0.5202727272727273,0.658,0.475,0.501,0.494,0.16748563525427768,0.15266302761310616,0.43421768734126903
251,0.5088181818181817,0.5233636363636364,0.6607272727272727,0.475,0.501,0.494,0.17158608662699587,0.15292481812969408,0.46225966728668855
252,0.5144545454545455,0.5264545454545455,0.6625454545454544,0.476,0.501,0.495,0.17377619310266917,0.15523852614605696,0.48757563515827984
253,0.5183636363636365,0.53,0.6630909090909092,0.476,0.501,0.495,0.17575617031830978,0.1572418519351639,0.5124899999024372
254,0.5209999999999999,0.5311818181818182,0.6687272727272727,0.476,0.501,0.495,0.1819810634050052,0.15965274817553252,0.5210470228299937
255,0.5315454545454545,0.5163636363636364,0.6759090909090909,0.476,0.501,0.495,0.18986689552559954,0.15965274817553252,0.5259752845904454
256,0.5379999999999999,0.5070909090909091,0.682090909090909,0.477,0.501,0.495,0.19687840774959675,0.1599812489012384,0.5273831624160938
257,0.5410909090909091,0.5105454545454545,0.6810909090909091,0.477,0.501,0.495,0.1970497063607543,0.1630828010551695,0.5282556199417097
258,0.5433636363636364,0.5111818181818181,0.6796363636363637,0.478,0.5,0.495,0.1961836506781043,0.16337380450978056,0.5285546329377881
259,0.5456363636363636,0.5146363636363636,0.6781818181818182,0.48,0.5,0.496,0.19419724572695127,0.1602529250903084,0.5275945412909425
260,0.5422727272727272,0.5023636363636363,0.6733636363636363,0.481,0.5,0.496,0.18766404394137337,0.1504958471187827,0.4866960036819698
261,0.5395454545454546,0.5041818181818182,0.6699090909090909,0.482,0.499,0.497,0.18230711532334842,0.13751363568752012,0.4458127409574563
262,0.5397272727272727,0.5066363636363637,0.6645454545454546,0.484,0.499,0.497,0.17673517565569563,0.12449096352747858,0.4167949135966033
263,0.5379999999999999,0.5084545454545455,0.6493636363636365,0.485,0.499,0.498,0.16065285196029117,0.11241885962773329,0.2375605186052598
264,0.5427272727272728,0.5132727272727272,0.6284545454545455,0.487,0.498,0.498,0.14267856725422717,0.10205880657738459,0.06288083968904998
265,0.5439090909090909,0.5181818181818182,0.612909090909091,0.499,0.515,0.482,0.13843460729119647,0.07763375554486589,0.07606576102294647
266,0.5498181818181818,0.5155454545454545,0.6039090909090908,0.518,0.507,0.492,0.11665790207140904,0.05435071296680472,0.15623699945915498
267,0.5638181818181818,0.5095454545454545,0.596,0.515,0.505,0.494,0.11317188711450314,0.052057660339281525,0.21648556533866178
268,0.5732727272727273,0.5085454545454545,0.5826363636363636,0.512,0.503,0.496,0.10625892281444389,0.054717456081217856,0.3299484808269315
269,0.6053636363636364,0.5329090909090909,0.5531818181818182,0.51,0.501,0.498,0.1147059121448923,0.05746303159423462,0.3405099117500106
270,0.6052727272727273,0.5277272727272727,0.5604545454545454,0.508,0.5,0.5,0.11783690928602397,0.058906705900092615,0.33883034102630183
271,0.573,0.5198181818181818,0.5483636363636365,0.508,0.5,0.5,0.08340744363000564,0.08078366171448283,0.3290273544859151
272,0.5697272727272727,0.5083636363636365,0.5638181818181819,0.505,0.498,0.474,0.11119501148213627,0.07297944916207583,0.31566596268840896
273,0.5702727272727273,0.47854545454545455,0.5886363636363637,0.503,0.5,0.365,0.23451895551504534,0.1375899705647181,0.277758888246623
274,0.5711818181818181,0.46790909090909083,0.5898181818181818,0.502,0.5,0.292,0.30742742206041207,0.2052583737634107,0.2994144285100503
275,0.5713636363636364,0.46627272727272734,0.5862727272727273,0.5,0.5,0.244,0.35125619902767824,0.252541085766257,0.338178946713127
276,0.5720909090909091,0.4633636363636364,0.5825454545454545,0.5,0.5,0.211,0.3802437995647503,0.2846928169097352,0.3749639982718341
277,0.5710000000000001,0.46054545454545454,0.5772727272727273,0.5,0.5,0.16,0.42510491655901206,0.3353296885156457,0.41200485434033424
278,0.5725454545454545,0.4567272727272728,0.5647272727272727,0.5,0.5,0.09,0.48218394350278904,0.400630752688807,0.4215139380850887
279,0.5794545454545456,0.4586363636363636,0.554909090909091,0.531,0.503,0.129,0.4309460858687777,0.3386960289108805,0.34466360411276387
280,0.5976363636363636,0.4566363636363636,0.5536363636363637,0.66,0.514,0.237,0.3277779685918731,0.19516659550240661,0.26114555328398764
281,0.6184545454545455,0.45899999999999996,0.5519999999999999,0.767,0.524,0.326,0.2781487948313199,0.13762630562505118,0.2861293413825293
282,0.6379090909090909,0.4600909090909091,0.5481818181818183,0.853,0.532,0.398,0.2720102848079873,0.17844326829555654,0.36337446250390243
283,0.6497272727272727,0.4632727272727272,0.5481818181818181,0.922,0.538,0.459,0.2960912021658192,0.2455524383914769,0.4446909038871832
284,0.6433636363636364,0.46318181818181825,0.5537272727272728,0.897,0.538,0.46,0.2805600950636936,0.21637005338077642,0.43807419462917474
285,0.6299090909090909,0.4578181818181818,0.5567272727272727,0.873,0.537,0.46,0.27334797548633755,0.18701069488133565,0.47176053247383887
286,0.6218181818181818,0.46354545454545454,0.5510909090909091,0.85,0.537,0.461,0.2560837446959893,0.16097515336225032,0.49730976262285465
287,0.6171818181818182,0.4633636363636364,0.5584545454545454,0.829,0.537,0.461,0.24451307659938998,0.13718236038208412,0.4837199603076143
288,0.614,0.46790909090909094,0.5564545454545455,0.809,0.536,0.462,0.22711898436249506,0.11744360348695038,0.4544513175247708
289,0.6101818181818182,0.47627272727272735,0.5486363636363636,0.79,0.536,0.462,0.20834535061759105,0.10094552986635921,0.4281471709587721
290,0.6045454545454546,0.477,0.5469090909090909,0.731,0.502,0.471,0.14959258721193477,0.06132699242584786,0.36577725462363014
291,0.5910000000000001,0.47563636363636375,0.5454545454545454,0.646,0.445,0.486,0.08659347407320087,0.09144397191723462,0.29261237157714304
292,0.5764545454545454,0.48172727272727267,0.5394545454545455,0.634,0.446,0.486,0.08628618536662734,0.07479304780526055,0.2761104851323108
293,0.5827272727272726,0.5139090909090909,0.5222727272727272,0.848,0.704,0.304,0.3926157880483073,0.33823956007539974,0.4980652567686286
294,0.5708181818181818,0.5155454545454545,0.5329090909090909,0.811,0.698,0.326,0.36577088298957755,0.31871146825930186,0.46444482987756475
295,0.5553636363636364,0.5167272727272728,0.5382727272727272,0.742,0.659,0.357,0.2965374559982555,0.2522280713957113,0.3630950288836244
296,0.543909090909091,0.515090909090909,0.5415454545454546,0.689,0.636,0.357,0.2640594723896071,0.2141051143714227,0.29979159427842533
297,0.5346363636363637,0.5172727272727272,0.5384545454545454,0.665,0.647,0.27,0.3254100274275721,0.2745651106750455,0.34062442660502196
298,0.5366363636363638,0.5147272727272727,0.555090909090909,0.655,0.651,0.244,0.35966339865293273,0.2958530040408581,0.39234933413987083
299,0.5398181818181818,0.5104545454545454,0.5740909090909091,0.645,0.653,0.23,0.3870154715339061,0.3069283303965276,0.5083591250287536
300,0.5356363636363636,0.506,0.5825454545454546,0.637,0.644,0.246,0.37759956270110556,0.2879409661718874,0.5053721401106317
301,0.5548181818181819,0.504090909090909,0.5856363636363636,0.627,0.633,0.266,0.3521294840732866,0.26435014658592493,0.45881586720600676
302,0.5480909090909091,0.503090909090909,0.5778181818181818,0.614,0.619,0.29,0.31720376953144597,0.23569683918118206,0.4120643153683658
303,0.5408181818181818,0.49890909090909086,0.5831818181818181,0.602,0.607,0.312,0.29827242248744507,0.21007855673533174,0.37287263240951324
304,0.5340909090909091,0.4955454545454545,0.5899090909090908,0.596,0.601,0.323,0.29358790762586284,0.1968095526136879,0.35083614409008657
305,0.5291818181818182,0.4932727272727273,0.5965454545454545,0.595,0.6,0.327,0.2972835277437493,0.1930595762970591,0.3144646244015374
306,0.5266363636363637,0.4910909090909091,0.5978181818181819,0.594,0.598,0.331,0.29522763314415684,0.18872466717416667,0.23515739410020683
307,0.5241818181818182,0.4901818181818182,0.5985454545454545,0.593,0.597,0.335,0.29257866075172445,0.1858009687811126,0.2313028318028121
308,0.5221818181818182,0.4899090909090909,0.596909090909091,0.592,0.596,0.339,0.2874838407244587,0.18203571078225278,0.2274620847526022
309,0.5201818181818182,0.49081818181818176,0.5920000000000001,0.59,0.594,0.343,0.2784278472346157,0.17766541588052523,0.22303811333491858
310,0.508090909090909,0.4898181818181818,0.5923636363636363,0.531,0.566,0.423,0.1871163733885483,0.11099999999999995,0.11835539700410784
311,0.4870909090909091,0.48109090909090907,0.6097272727272727,0.405,0.466,0.633,0.08665028982797877,0.2280898945591408,0.31040940707394804
312,0.4822727272727272,0.47200000000000003,0.6238181818181818,0.334,0.41,0.768,0.21591016267676566,0.36787090126836614,0.4632213293880151
313,0.49154545454545456,0.4767272727272728,0.606909090909091,0.308,0.405,0.807,0.28083822289356647,0.4141992274256436,0.5048257124988782
314,0.5102727272727273,0.49127272727272725,0.5768181818181818,0.316,0.412,0.785,0.29557693968360815,0.39071344998604796,0.4425042372678481
315,0.5115454545454545,0.48927272727272725,0.5857272727272728,0.322,0.418,0.766,0.2711190461588463,0.37107815888300405,0.4878093890035328
316,0.5154545454545455,0.4938181818181819,0.5729090909090909,0.328,0.423,0.748,0.26610382923566567,0.3881790823833763,0.47195762521650186
317,0.5083636363636365,0.48799999999999993,0.5740909090909091,0.334,0.424,0.741,0.2497144815865704,0.38350228160990124,0.46248351321966064
318,0.49527272727272725,0.4821818181818182,0.584,0.338,0.424,0.737,0.2269996359264565,0.39101278751467966,0.4588790690367126
319,0.4836363636363636,0.4780909090909091,0.5960909090909091,0.342,0.424,0.736,0.2063037558296539,0.4062462307517449,0.4577051452627554
320,0.46727272727272734,0.4793636363636363,0.5936363636363636,0.344,0.424,0.736,0.19628729576653417,0.38364306327626985,0.4416740879879643
321,0.45799999999999996,0.47954545454545455,0.6007272727272728,0.346,0.423,0.737,0.1852340266476415,0.36060366054714427,0.47054542820008355
322,0.44727272727272727,0.4776363636363636,0.6123636363636363,0.348,0.423,0.738,0.16918836390053202,0.3406596542004938,0.4954200238181739
323,0.4313636363636363,0.4743636363636364,0.6181818181818183,0.349,0.422,0.74,0.1560941652649196,0.32397067768549676,0.43646191128207285
324,0.41818181818181815,0.4726363636363637,0.6040909090909092,0.35,0.437,0.658,0.09394094329123097,0.298842768023588,0.3861981356764944
325,0.41463636363636364,0.47081818181818175,0.5891818181818181,0.391,0.451,0.504,0.09059459236228862,0.30398355218662737,0.32956638178066644
326,0.4205454545454545,0.4696363636363636,0.5720909090909091,0.438,0.45,0.398,0.17606218379306632,0.341322428211215,0.2723343533232632
327,0.4426363636363637,0.4743636363636364,0.5353636363636364,0.478,0.45,0.328,0.2117636683656321,0.3098661001142267,0.22051077071199943
328,0.4627272727272727,0.4799999999999999,0.5027272727272728,0.512,0.451,0.281,0.2289798792993982,0.22493332345386266,0.17761475163960896
329,0.47427272727272735,0.4860909090909091,0.4728181818181818,0.501,0.47,0.215,0.2596988242923772,0.22591370033709776,0.19807321878537748
330,0.4738181818181817,0.48209090909090907,0.4774545454545455,0.482,0.491,0.181,0.2967012159905112,0.25083062014036484,0.20348218595248094
331,0.4809090909090909,0.4900909090909091,0.4563636363636363,0.465,0.51,0.251,0.20693886588767227,0.21333541665649422,0.23469341703592797
332,0.4843636363636364,0.49499999999999994,0.46118181818181814,0.45,0.526,0.309,0.15906340021908305,0.19536632258401138,0.2674041884488723
333,0.48509090909090913,0.4981818181818182,0.46981818181818175,0.441,0.535,0.345,0.1374014748438174,0.17788479417870431,0.28634419847449327
334,0.4860909090909091,0.49890909090909086,0.4814545454545454,0.441,0.535,0.352,0.1417540939108845,0.15386032627028967,0.29982828418946733
335,0.4833636363636364,0.4948181818181819,0.5026363636363637,0.44,0.535,0.357,0.1571780324482322,0.13334916572667407,0.2604361726028088
336,0.4801818181818182,0.49181818181818193,0.5160909090909092,0.44,0.536,0.362,0.16525925037561667,0.11550757550914142,0.2176166353935287
337,0.4787272727272727,0.4896363636363637,0.5240909090909092,0.439,0.536,0.366,0.16947146813666517,0.10133607452432723,0.18603494295427406
338,0.4854545454545455,0.4970909090909091,0.5056363636363636,0.439,0.536,0.37,0.14855694291838462,0.08782368700982668,0.1628312009413429
339,0.4891818181818182,0.5017272727272727,0.49963636363636366,0.438,0.537,0.373,0.14106917592689847,0.07926537705707327,0.14726846234004073
340,0.4773636363636363,0.5024545454545455,0.48599999999999993,0.438,0.537,0.377,0.12092925327446889,0.07612489737267301,0.10183319694480776
341,0.4769090909090909,0.5014545454545455,0.4866363636363636,0.438,0.537,0.379,0.11984566521603678,0.08097530487747483,0.1199499895789908
342,0.49290909090909096,0.5052727272727272,0.4890909090909091,0.439,0.537,0.382,0.12402125917467834,0.08511169132381285,0.13227622613304327
343,0.5080909090909089,0.5102727272727273,0.49436363636363634,0.439,0.537,0.384,0.13292115353791964,0.09069178573608529,0.1872778684201633
344,0.5115454545454545,0.5046363636363637,0.512818181818182,0.44,0.536,0.386,0.1489472423099386,0.09723168207945389,0.2546546681292137
345,0.5163636363636364,0.4994545454545454,0.5262727272727273,0.441,0.536,0.388,0.16166197772303276,0.09835649444749438,0.31983433211586276
346,0.52,0.4959090909090909,0.5380909090909092,0.441,0.536,0.39,0.17256650412843003,0.09746281342132493,0.3794772720466932
347,0.5247272727272727,0.49200000000000005,0.5483636363636363,0.442,0.536,0.392,0.18228929872527358,0.09598958276813163,0.43313392847940235
348,0.5361818181818181,0.4921818181818182,0.5504545454545454,0.442,0.536,0.394,0.1877984896831513,0.11567627241573787,0.48052783478171174
349,0.5431818181818181,0.49227272727272725,0.5533636363636365,0.443,0.535,0.396,0.19137745577395585,0.11536897329871665,0.5237384843602768
350,0.5446363636363636,0.4857272727272726,0.5596363636363637,0.443,0.535,0.397,0.19801095637104332,0.11618519699169941,0.5550450432172149
351,0.5319090909090908,0.4813636363636364,0.5778181818181818,0.444,0.535,0.399,0.2063511810418233,0.11569788243524597,0.5361016694620527
352,0.541090909090909,0.48645454545454536,0.5754545454545454,0.444,0.535,0.401,0.20546944837341635,0.11569788243524597,0.52740307166341
353,0.5350000000000001,0.49090909090909096,0.5719090909090908,0.445,0.535,0.401,0.19812603468457823,0.11604309544302925,0.4623007678989945
354,0.5234545454545455,0.49090909090909096,0.5768181818181818,0.465,0.543,0.345,0.2446836041006885,0.16797023545854786,0.5297707051168458
355,0.5147272727272727,0.4843636363636364,0.5762727272727273,0.476,0.537,0.309,0.2751455963186649,0.2813058833369825,0.5854827068325759
356,0.5103636363636364,0.47909090909090907,0.5734545454545456,0.485,0.532,0.278,0.3012242924801473,0.37489865297170644,0.6385554008854674
357,0.5067272727272727,0.47890909090909095,0.5635454545454546,0.494,0.528,0.252,0.3156461168371633,0.4488696915586972,0.6868049213568581
358,0.5037272727272728,0.48145454545454547,0.5409090909090909,0.502,0.524,0.229,0.3148021285907852,0.506846130497215,0.732122257549926
359,0.5043636363636363,0.4889090909090909,0.49472727272727274,0.509,0.52,0.21,0.2864572574234741,0.4655899483451077,0.7716022291310466
360,0.49918181818181817,0.48672727272727273,0.4811818181818182,0.515,0.517,0.194,0.28920589479949554,0.4499122136595094,0.8073840474024738
361,0.49490909090909097,0.48390909090909084,0.4813636363636364,0.521,0.514,0.181,0.30299259462352246,0.42379830108201233,0.8379170603347327
362,0.49090909090909085,0.48036363636363644,0.4908181818181818,0.526,0.511,0.169,0.32517210954577,0.4213846224057066,0.8663521224075117
363,0.49299999999999994,0.48145454545454547,0.4962727272727273,0.526,0.511,0.183,0.31638858313344703,0.40032486807591655,0.8420861001109092
364,0.4952727272727273,0.4811818181818181,0.5043636363636363,0.523,0.51,0.213,0.29409532102915154,0.360256852814766,0.7997130735457563
365,0.4928181818181818,0.47918181818181826,0.5179090909090909,0.521,0.509,0.24,0.28092134424584503,0.3261993255664395,0.7609415220632924
366,0.48609090909090913,0.47509090909090906,0.5329999999999999,0.495,0.49,0.298,0.23564094061211424,0.26354126811564077,0.6807246139225465
367,0.4753636363636364,0.4678181818181818,0.553,0.455,0.46,0.375,0.17933154115462394,0.19506409203131164,0.5755918692962922
368,0.46545454545454545,0.46090909090909093,0.5719090909090909,0.418,0.433,0.445,0.13833570976086157,0.16048987507004925,0.480136438942099
369,0.4582727272727272,0.4552727272727273,0.5803636363636364,0.384,0.408,0.508,0.11396334773996056,0.16401829166285084,0.36770912417289836
370,0.4537272727272727,0.4516363636363636,0.5814545454545454,0.354,0.386,0.565,0.12051727354674305,0.1920130203918474,0.25164061675333743
371,0.4512727272727272,0.44972727272727264,0.5824545454545454,0.327,0.366,0.617,0.15377696632428667,0.24708095839218366,0.15534799644668743
372,0.44818181818181824,0.4487272727272727,0.5830000000000001,0.294,0.355,0.667,0.199029733232861,0.3301196752694393,0.09776502442080191
373,0.443,0.44681818181818184,0.5877272727272728,0.263,0.346,0.713,0.24136603320159006,0.38608807285385033,0.08917959407846618
374,0.4564545454545455,0.46081818181818174,0.5680909090909091,0.235,0.338,0.755,0.3147402575967461,0.432576004882379,0.1177030161040914
375,0.4471818181818181,0.4543636363636363,0.5734545454545453,0.21,0.331,0.793,0.34593931297911606,0.47518417482066894,0.15344705927452634
376,0.43954545454545463,0.451,0.5778181818181818,0.204,0.332,0.802,0.3462660086701128,0.4841838493795514,0.16300613485387602
377,0.43418181818181817,0.4498181818181818,0.5797272727272728,0.208,0.337,0.796,0.3326560529838242,0.47475677983573866,0.15684705926475
378,0.4375454545454546,0.4530909090909091,0.5902727272727273,0.213,0.343,0.791,0.32067445710255216,0.46572738807160574,0.1504293854271831
379,0.4380909090909091,0.45445454545454544,0.5949090909090909,0.217,0.347,0.785,0.3107446268891803,0.45801419191985754,0.14414922823241202
380,0.4377272727272727,0.4572727272727273,0.5825454545454546,0.221,0.352,0.78,0.31151461502135147,0.44878836883323975,0.22167994947671746
381,0.4396363636363636,0.45881818181818185,0.566,0.225,0.356,0.775,0.3167354528742213,0.4412776903492857,0.36078525468760503
382,0.4397272727272728,0.45781818181818185,0.5367272727272727,0.221,0.284,0.782,0.37177021250913983,0.4854338265922556,0.5085646468247671
383,0.44018181818181823,0.4643636363636363,0.5135454545454545,0.224,0.29,0.778,0.3835015812352244,0.4773866357576425,0.5815642698790908
384,0.4413636363636364,0.4706363636363637,0.5001818181818183,0.225,0.293,0.777,0.3936955760629909,0.4739789024840663,0.6363874605929944
385,0.45772727272727265,0.47481818181818186,0.4879090909090909,0.226,0.295,0.775,0.4104306244917174,0.47107642692030355,0.7097520693876137
386,0.4725454545454546,0.4783636363636364,0.4786363636363636,0.227,0.297,0.774,0.4247646601695175,0.4682371194170749,0.7606661554190511
387,0.4817272727272728,0.4810909090909092,0.4811818181818182,0.228,0.299,0.772,0.42674329868810673,0.4653375119201117,0.7349210841988411
388,0.47881818181818175,0.48181818181818187,0.4815454545454545,0.23,0.302,0.771,0.42193482909093916,0.46077651849893575,0.6994319123402934
389,0.474090909090909,0.48290909090909095,0.4846363636363637,0.231,0.304,0.769,0.41468582153060446,0.45787989691621106,0.6639548177398821
390,0.4652727272727273,0.48418181818181816,0.48136363636363627,0.232,0.306,0.767,0.40957668128354147,0.4550043955831636,0.6491971965435465
391,0.45681818181818185,0.48363636363636364,0.48045454545454547,0.233,0.308,0.766,0.403086736764399,0.4527306042228646,0.6400921808614757
392,0.4515454545454546,0.4831818181818182,0.4821818181818182,0.235,0.31,0.764,0.3953547313949381,0.44872931707210756,0.6309968304199317
393,0.45554545454545453,0.4894545454545455,0.46672727272727266,0.238,0.311,0.762,0.40787011787804617,0.4452459994205451,0.6252119640569909
394,0.45518181818181813,0.48654545454545456,0.4649090909090909,0.241,0.312,0.761,0.4049812259703279,0.4418438638252205,0.6211094911527275
395,0.4562727272727273,0.49090909090909096,0.46509090909090905,0.244,0.313,0.759,0.40384886912174106,0.43836742579712745,0.6153291801954462
396,0.4525454545454546,0.491090909090909,0.47754545454545455,0.246,0.314,0.758,0.39073900105076376,0.43607797467884113,0.6116371473349211
397,0.4473636363636364,0.4899090909090909,0.4943636363636364,0.249,0.315,0.756,0.3720146624676359,0.4326083679264654,0.6067009147842123
398,0.44463636363636366,0.49127272727272725,0.5058181818181818,0.252,0.316,0.754,0.3597547948209922,0.4291433326989947,0.6026084964552026
399,0.44154545454545446,0.4910909090909091,0.5171818181818182,0.255,0.317,0.753,0.34744361573599597,0.4263085736881209,0.5985198409409667
400,0.44027272727272726,0.49290909090909096,0.5210909090909092,0.258,0.318,0.751,0.34157682484724755,0.42230084063378326,0.5935924527822098
401,0.4397272727272727,0.4943636363636364,0.5096363636363637,0.261,0.319,0.75,0.34708863516565475,0.41947705539159114,0.5903541310095153
402,0.4460909090909091,0.49554545454545457,0.5088181818181818,0.264,0.32,0.749,0.34879881245532923,0.41666053328819136,0.5862772381732042
403,0.45972727272727276,0.49963636363636366,0.519909090909091,0.267,0.321,0.747,0.34731114732736584,0.41321907022788773,0.5821176856959424
404,0.4636363636363637,0.5013636363636365,0.5348181818181819,0.27,0.322,0.746,0.3380297556465693,0.4104156429767267,0.5788911814840506
405,0.47281818181818186,0.5022727272727272,0.5459999999999999,0.273,0.323,0.745,0.3341661510819515,0.4070614204269425,0.5748251908189133
406,0.4731818181818182,0.5037272727272728,0.5506363636363636,0.276,0.323,0.743,0.3294643912837425,0.4305031939486627,0.5711339597677588
407,0.4686363636363637,0.5041818181818182,0.5509090909090909,0.279,0.324,0.742,0.32394933794301695,0.41305689680720736,0.5670775961012743
408,0.4659090909090909,0.5045454545454545,0.5499999999999999,0.282,0.325,0.741,0.3202188688490142,0.397317253589622,0.5621787971811104
